title,price,rating,availability,url,description,genre,target_audience
Greek Mythic History,10.23,5,In stock,http://books.toscrape.com/catalogue/greek-mythic-history_698/index.html,"As far back as the fifth century BCE Pherecydes and others attempted to integrate city-state stories into a coherent mythic Greek pre-history. Science unavailable to ancient sources helped guide author Spencer Clevenger to critical insights and intriguing results. In 'Greek Mythic History,' he weaves myths concerning gods, kings, and heroes into their intended time and place and offers a concise retelling of Greek myths from a historic perspective. Capitalizing on modern discoveries, Clevenger tells the story in chronological order, starting with the creation of the cosmos and ending in the Dark Ages when poets began.",History,Adult
God: The Most Unpleasant Character in All Fiction,30.03,5,In stock,http://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html,"What words come to mind when we think of God? Merciful? Just? Compassionate? In fact, the Bible lays out God’s primary qualities clearly: jealous, petty, unforgiving, bloodthirsty, vindictive—and worse! Originally conceived as a joint presentation between influential thinker and bestselling author Richard Dawkins and former evangelical preacher Dan Barker, this unique book provides an investigation into what may be the most unpleasant character in all fiction. Barker combs through both the Old and New Testament (as well as thirteen different editions of the “Good Book”), presenting powerful evidence for why the Scrip",Non-Fiction,Adult
Glory over Everything: Beyond The Kitchen House,45.84,3,In stock,http://books.toscrape.com/catalogue/glory-over-everything-beyond-the-kitchen-house_696/index.html,"From the author of the New York Times bestseller and beloved book club favorite The Kitchen House, a novel of family and long-buried secrets along the treacherous Underground Railroad. Jamie Pyke, son of both a slave and master of Tall Oakes, has a deadly secret that compels him to take a treacherous journey through the Underground Railroad. Published in 2010, The Kitchen House became a grassroots bestseller. Fans connected so deeply to the book’s characters that the author, Kathleen Grissom, found herself being asked over and over 'what happens next?' The wait is finally over. This new, stand-alone novel opens in 1830.",Fiction,Adult
Feathers: Displays of Brilliant Plumage,49.05,3,In stock,http://books.toscrape.com/catalogue/feathers-displays-of-brilliant-plumage_695/index.html,"Exquisite images from award-winning National Geographic photographer Robert Clark offer a captivating perspective on the vast beauty and myriad functions of a seemingly simple thing: the bird feather. Each detailed close-up is paired with informative text about the utility and evolution of the feather it depicts, making this handsome marriage of art and science the ideal gift for bird lovers, natural history buffs, and photography enthusiasts.",Non-Fiction,Adult
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",15.06,4,In stock,http://books.toscrape.com/catalogue/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html,"From the winner of the National Book Award and the National Books Critics’ Circle Award—and one of the most original thinkers of our time—a riveting collection of essays about places in dramatic transition. Far and Away collects Andrew Solomon’s writings about places undergoing seismic shifts—political, cultural, and spiritual. Chronicling his stint on the barricades in Moscow in 1991, when he joined artists in resisting the coup whose failure ended the Soviet Union, his 2002 account of the rebirth of culture in Afghanistan following the fall of the Taliban, his insightful appraisal of a Myanmar seeped in contradiction.",Non-Fiction,Adult
Every Last Word,46.47,3,In stock,http://books.toscrape.com/catalogue/every-last-word_693/index.html,"If you could read my mind, you wouldn't be smiling. Samantha McAllister looks just like the rest of the popular girls in her junior class. But hidden beneath the straightened hair and expertly applied makeup is a secret that her friends would never understand: Sam has Purely-Obsessional OCD and is consumed by a stream of dark thoughts and worries that she can't turn off. Second-guessing every move, thought, and word makes daily life a struggle, and it doesn't help that her lifelong friends will turn toxic at the first sign of a wrong outfit, wrong lunch, or wrong crush. Yet Sam knows she'd be truly crazy to leave the",Fiction,Young Adult
Eligible (The Austen Project #4),27.09,3,In stock,http://books.toscrape.com/catalogue/eligible-the-austen-project-4_692/index.html,"This version of the Bennet family—and Mr. Darcy—is one that you have and haven’t met before: Liz is a magazine writer in her late thirties who, like her yoga instructor older sister, Jane, lives in New York City. When their father has a health scare, they return to their childhood home in Cincinnati to help—and discover that the sprawling Tudor they grew up in is crumbling and the family is in disarray. Youngest sisters Kitty and Lydia are too busy with their CrossFit workouts and Paleo diets to get jobs. Mary, the middle sister, is earning her third online master’s degree.",Fiction,Adult
El Deafo,57.62,5,In stock,http://books.toscrape.com/catalogue/el-deafo_691/index.html,"Starting at a new school is scary, even more so with a giant hearing aid strapped to your chest! At her old school, everyone in Cece's class was deaf. Here she is different. She is sure the kids are staring at the Phonic Ear, the powerful aid that will help her hear her teacher. Too bad it also seems certain to repel potential friends. Then Cece makes a startling discovery. With the Phonic Ear she can hear her teacher not just in the classroom, but anywhere her teacher is in school--in the hallway...in the teacher's lounge...in the bathroom! This is power. Maybe even superpower! Cece is on her way to becoming El Deaf.",Children,Young Adult
Eight Hundred Grapes,14.39,4,In stock,http://books.toscrape.com/catalogue/eight-hundred-grapes_690/index.html,"There are secrets you share, and secrets you hide…Growing up on her family’s Sonoma vineyard, Georgia Ford learned some important secrets. The secret number of grapes it takes to make a bottle of wine: eight hundred. The secret ingredient in her mother’s lasagna: chocolate. The secret behind ending a fight: hold hands.But just a week before her wedding, thirty-year-old Georgia discovers her beloved fiancé has been keeping a secret so explosive, it will change their lives forever.Georgia does what she’s always done: she returns to the family vineyard, expecting the comfort of her long-married parents, and her brothers",Fiction,Adult
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",51.75,5,In stock,http://books.toscrape.com/catalogue/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html,"Vegan chef and wellness expert Jason Wrobel offers up a comprehensive recipe and lifestyle book with practical tips for creating drool-worthy dishes with specific nutritional benefits. While at its core Eaternity is a cookbook, it’s so much more than that. In it, Jason explains which foods contain active ingredients to support health and longevity. Now, you might be thinking, “What’s the big deal about living a long time?” Well, if you’re having a pretty good time here on planet Earth, wouldn’t you want to stick around as long as possible to enjoy it? And wouldn’t you want to feel great the entire time?",Non-Fiction,Adult
"Eat Fat, Get Thin",54.07,2,In stock,http://books.toscrape.com/catalogue/eat-fat-get-thin_688/index.html,Originally released by Hachettee Audio A2015.,Fiction,Adult
Don't Get Caught,55.35,1,In stock,http://books.toscrape.com/catalogue/dont-get-caught_687/index.html,"10:00 tonight at the water tower. Tell no one. -Chaos ClubWhen Max receives a mysterious invite from the untraceable, epic prank-pulling Chaos Club, he has to ask: why him? After all, he's Mr. 2.5 GPA, Mr. No Social Life. He's Just Max. And his favorite heist movies have taught him this situation calls for Rule #4: Be suspicious. But it's also his one shot to leave Just Max in the dust...Yeah, not so much. Max and four fellow students-who also received invites-are standing on the newly defaced water tower when campus security 'catches' them. Definitely a setup. And this time, Max has had enough. It's time for Rule #7",Fiction,Young Adult
